Date,A,ADBE,ADSK,AMAT,AVGO,AYI,AZO,BBY,CAG,CASY,COO,COST,CPB,CPRT,CRM,CSCO,DCI,DG,DKS,DLTR,DRI,FDS,FDX,FL,GIS,GME,GPN,GPS,HD,HPQ,HRL,INTU,JBL,JWN,KMX,KR,KSS,LOW,M,MON,MSM,MTN,MU,NKE,NTAP,NVDA,ORCL,PANW,PAYX,PVH,RAD,RHT,RPM,SJM,SNPS,STZ,THO,TJX,TTC,VMW,WDAY,WMT,WSM
2014-02-07,41.3630415481,62.88,51.99,16.1253378089,53.5171409608,128.171675219,534.4,21.9006253698,28.0747818064,64.9390445866,123.246487942,105.808744047,36.6343303281,16.955,61.55,20.0434566589,38.7858104826,55.1269377394,48.5933111866,51.39,37.8361495139,98.3837950476,128.332416514,36.0334909749,42.6602976385,29.8036433213,32.8874241634,37.3816128586,70.5422242318,11.8966500904,20.5012585436,68.5243148234,17.0281908713,49.874927415,47.54,17.1853726832,43.7673067388,43.2176647565,46.5254708689,103.033888355,75.827261152,64.0027616679,24.51,34.7646689979,39.5553713908,15.1448162562,35.2271575606,65.76,36.4133052959,121.16790692,5.7,56.99,35.7480574161,84.9971024013,39.77,75.5554078296,49.1609192287,56.6493410714,30.5806570793,91.72,92.56,66.6785081789,50.4067073501
2014-02-10,41.0776351692,63.78,52.28,16.1910405823,53.2711721319,126.767433426,526.43,22.5161622946,28.2567901163,64.4265714831,124.694684113,105.632457995,36.9341648769,16.97,61.04,20.184919079,38.6460585832,54.7021417218,49.3255391634,51.33,37.9537504759,97.3640269501,126.501322532,35.847126915,42.8911337964,30.5760194299,33.1516803006,37.2125055624,70.5053152852,11.7902473032,20.454419936,68.5243148234,17.2645622049,49.6713216559,47.22,17.1427408325,43.6647070746,43.2645691029,46.3677277015,103.573478922,75.5213565532,63.4497424139,24.87,34.7551038118,39.9710630565,15.1925314933,35.3313518959,67.76,36.2619541492,120.094040684,5.64,56.67,35.8489111303,85.2975098533,39.95,75.1361971797,48.5980079398,56.487295169,30.3903901197,93.07,92.0,66.6875493325,50.2058474403
2014-02-11,41.5788366151,63.97,52.92,16.6885044379,54.9361918966,127.439887242,536.12,22.6767371446,26.4640082635,65.1904464864,125.993066887,106.690174307,37.1613122623,17.29,61.23,20.0788222639,39.2143829742,54.7407595416,49.1638784412,51.58,38.2830331696,98.545814278,129.686257277,36.5925831545,43.4415892498,30.0135281334,33.4657960862,37.8711339794,70.7729051482,12.0153301222,20.7916579107,69.7423117419,17.6616660453,49.9852138679,47.52,17.569059339,44.1007556473,43.8649447366,46.9461193152,103.517659208,76.3927211679,63.5511292771,24.71,35.3816235035,40.3590419445,15.5074520582,35.8428513604,68.89,36.6536865289,119.636653213,5.75,57.48,36.0231130003,85.5979173053,40.59,76.8032906944,48.9826639872,57.2927586252,30.7899507348,93.06,95.87,67.6278293123,50.7627771901
2014-02-12,41.6902147142,65.14,53.77,16.8105238742,55.7592414394,130.050590295,542.07,22.2039334197,26.3639036931,64.7166505983,126.432519518,106.81079108,37.1249686807,17.365,61.48,20.2026018816,39.4193524266,54.3256179789,48.9546704479,51.93,38.016470989,98.9937497975,129.540159353,36.4807647186,43.0864566992,30.6515779623,33.3511188946,37.5596205389,71.3080848742,12.0398846116,20.7541870246,66.8651536667,17.708940312,49.4252980303,47.02,17.5714277751,43.8186065708,43.7898977824,46.2888561178,101.796551366,76.4205306769,63.7078180658,24.89,35.4437972133,39.3429067617,16.0609488085,36.0607122434,68.77,36.9207767878,116.872441977,5.81,57.69,36.0781241171,85.8346019645,40.61,77.0177705618,48.9826639872,57.4551963998,30.7804373868,93.53,94.97,67.7724877707,50.7992971737
2014-02-13,41.8224762069,67.04,54.13,17.7115904805,55.8916861934,131.524055275,540.8,22.0165960947,26.3912049396,64.3588863562,126.382581719,107.741117629,37.2249135303,17.39,63.13,19.6898006084,39.1584822144,53.9780576009,48.9261420851,51.84,37.7655889367,98.7364251374,129.608338384,36.5366739365,43.6724254077,30.1058774508,33.5157049457,37.7020266831,71.5941292106,12.2076736221,20.9743284803,67.8242063584,17.5570137463,49.6798052292,47.36,17.6475563547,43.7160069067,43.7523743052,46.5692884154,102.224502505,76.9396415112,64.8046395863,24.91,35.8072742864,37.9665054685,16.5667303218,36.3922396741,72.47,36.9830978482,118.781537507,5.96,58.43,36.3715167401,87.1444246174,41.1,77.4467302966,49.1421555191,57.4934170527,30.9754610204,93.72,98.32,68.1341339167,50.1875874485
2014-02-14,38.4602498407,68.34,54.17,17.8899265796,54.9456522362,130.782378271,539.08,22.1058043447,26.7188198974,65.2001157903,124.804547271,108.010912328,39.0784361957,17.14,62.8,19.946201245,39.7827073651,55.2814090185,49.11633117,51.92,37.9302302835,98.4028561335,130.436226621,36.2944006587,44.2939073712,29.8959926386,33.4209432799,37.6842259151,71.9078552568,12.2854295051,21.1523151891,68.7544874694,17.5570137463,49.6034530695,47.29,17.7855394052,43.8357065149,44.3527499389,46.7971396572,101.861674366,77.8388156349,65.5696495544,25.08,35.9029261477,37.6154769508,17.09159793,35.9754623327,72.8,37.0276128914,117.578409595,5.92,58.32,36.4907074933,84.0942781598,40.98,77.3784867024,49.451756728,57.1303208506,31.4035616795,95.2,96.8,68.5229035237,50.1967174444
2014-02-18,38.3906385288,68.66,54.52,17.7861348115,55.2200020838,132.948075121,542.0,22.2931416697,26.564112834,64.6683040791,127.231524303,107.322470682,39.2964976857,16.905,63.73,19.8135802261,39.6705380774,56.0151475944,49.2589729837,52.29,38.424154324,98.1264703875,129.335622259,36.2012186288,44.1074627821,30.3409484403,33.3411439824,37.586321691,71.5756747372,12.1053632498,21.1476313284,70.0587991302,17.5380229256,49.9852138679,47.23,17.8902162021,44.1691554234,44.0244195143,46.5780519247,102.345445219,77.8388156349,65.5235646165,25.42,35.9698824506,37.5231010251,17.0820548825,35.9659901204,73.66,36.965291831,116.912214801,6.27,58.08,36.9032908694,87.3001378,40.84,78.1584134929,50.1272502746,57.550748032,31.8173923166,95.61,97.35,68.1070104558,49.8132576167
2014-02-19,38.940567893,67.99,54.47,17.6917786587,54.5861593324,132.097618824,536.34,22.1950125947,26.3366024466,64.9583831943,126.822034351,106.903823735,39.5690745483,17.135,63.02,19.6986420097,39.3059878924,55.4551892075,48.6979151833,52.19,38.3849540033,98.4695699343,127.933082188,36.7137197934,43.7434519178,29.8875972461,33.5206924018,37.5507201549,70.5422242318,12.0521618562,21.2225731005,70.4136486261,17.6519678499,49.9512795747,47.37,18.4469064403,43.7416568227,43.6585656125,46.7445586014,101.591879083,77.8202759622,65.1364511387,25.42,35.783361321,37.439962692,17.3110880206,35.8712679973,71.9,36.9563888224,117.528693566,6.41,58.63,36.6282352853,87.5199681753,40.76,78.0121772197,52.031766802,57.1876518299,31.3607516136,94.33,97.54,67.6730350805,49.8589075962
2014-02-20,39.880320604,68.48,54.9,17.9182334255,55.8160034768,134.579764529,538.59,22.1593292947,25.9907866577,65.7319275014,128.36011856,107.043372717,39.6962770842,17.165,63.01,19.7163248122,39.8668343309,55.1269377394,48.9546704479,51.52,39.5923238801,100.623472645,129.530419491,37.328721191,44.1962459198,29.9211788161,33.6553537163,37.6842259151,71.4926296073,12.3550005582,21.6347528473,70.8260412835,17.7469219534,50.4263596794,47.33,18.6895662878,44.3487048357,43.7711360438,46.849720713,102.987371927,78.9604658304,65.3023569149,25.49,36.1468383941,37.116646952,17.9218430555,36.2501564895,73.14,36.7427166152,117.419318301,6.53,59.3,37.0224816226,90.0205386946,39.85,78.5776241428,51.7409293027,57.3500896045,31.1086478921,95.82,98.2,66.4705616449,50.3701873665
2014-02-21,39.2190131407,68.22,55.4,18.0220251936,55.3902881961,133.936977792,538.96,21.9809127948,25.9361841648,64.5716110407,127.3813377,105.303662071,39.9597680513,17.34,63.59,19.5660209908,38.8199209791,55.5034614823,49.1353500785,51.97,39.9921671509,99.8514986645,131.390733058,37.272811973,43.9565314481,29.8540156762,34.2737982719,38.0669424277,71.7325377604,12.1913039626,21.8783136068,74.0772299085,17.547518336,50.2566882134,47.05,18.8418234469,44.3658047797,44.1463708149,47.0688084454,104.615446912,78.8863071398,65.0258472879,25.08,36.57727177,36.8487567674,17.7882403916,36.0891288803,73.62,36.8139406843,120.551428155,6.67,58.69,36.89412235,89.7091123295,40.4,78.3338970208,51.8253659961,57.4074205838,31.2656181338,96.41,100.45,66.1089154988,50.2423674239
2014-02-24,39.5044195196,68.765,54.47,17.9937183478,56.3552428325,134.797323116,542.21,22.4537165196,25.9725858267,64.552272433,128.140392244,106.001406982,40.1505718551,17.68,63.91,19.5571795895,38.8012260979,56.0248020493,48.8405569969,52.33,39.9921671509,100.032578981,131.361513473,37.7014493107,44.2583941161,30.265389908,34.333647745,38.2004481879,71.8524918369,12.2445053562,21.990726265,74.2402688661,17.7469219534,49.7222230957,47.89,18.927468099,44.4171046118,44.2964647233,46.499180341,101.377903513,78.8028786128,66.4913483111,24.75,37.227704427,37.0288898225,18.045902672,36.1270177295,76.78,36.9741948396,122.517697119,6.53,58.89,36.7657630774,90.4052418514,40.27,79.0455802171,52.0130030924,57.7036306434,30.9564343244,96.69,100.36,66.3168620328,50.5801772721
2014-02-25,39.6018753563,68.01,54.66,17.9465402713,55.8160034768,135.796114814,539.3,22.5786080696,25.8724812563,64.6683040791,128.440019038,107.415503337,39.9234244696,17.605,63.66,19.3096203542,39.3527250956,56.0151475944,50.0767860487,52.68,39.6628844573,99.2796660865,129.384321567,38.5494057831,44.4359603914,32.2970748893,34.069312572,38.9925823652,74.7221624368,12.2281356966,21.9626231005,74.1635446507,17.974811802,50.2482046401,48.18,18.865613628,45.4944010856,45.1313620889,49.2947398074,101.136018087,78.4413549961,66.3623104852,24.255,37.3568344398,36.8118063971,17.9647867689,36.2312120649,74.95,36.7427166152,124.845115622,6.7,58.97,37.2700316483,90.6891894195,39.97,80.0107396203,51.8628934153,58.2769404362,31.14194461,96.25,98.75,66.3168620328,50.4614873255
2014-02-26,39.7480591114,67.82,54.72,18.0220251936,58.5595019528,138.841935042,535.04,23.0335701445,25.7814771013,65.4128404747,129.278974062,107.806240487,39.2964976857,17.745,63.74,19.3891929655,39.6892329587,57.8108762143,51.7884878126,55.29,39.2003206733,99.7561932348,128.926548072,39.1178161657,44.0897061546,31.9612591899,34.1540993256,39.0815862053,75.386523476,12.2363205264,22.0047778473,74.5183941467,18.3546282162,51.6819285274,48.29,19.0464190046,46.5460476433,47.57976897,50.7932998976,101.415116656,79.06243403,65.4866966663,24.22,37.5050948249,37.2090228777,17.936027772,36.4680173725,76.06,37.0721279345,125.073878979,6.63,59.75,37.7009520634,90.3228054606,39.95,79.8255070076,52.2100220435,57.6080790113,31.2275647418,97.69,100.28,67.609747005,52.5979063655
2014-02-27,39.2329354031,69.92,54.28,17.9371046561,58.0675642951,140.404401262,538.46,22.8105495196,25.7177741928,65.6739116784,129.488712818,108.122551514,39.1874669407,18.18,66.22,19.3803515643,39.8574868902,57.7046772099,51.455656914,54.66,39.0435193906,100.312686378,130.075851741,38.9780431208,44.1962459198,31.2728370061,34.6927445837,38.876877373,75.6356588657,12.174934303,22.0937712018,74.9020152233,18.1837108298,52.0636893258,48.68,19.098757403,47.657544005,47.6735776628,50.7056648046,101.294173942,79.7947510998,65.1641021014,24.19,37.4285733358,37.5231010251,17.7347147932,36.8942669262,72.49,36.9920008569,125.531405694,6.74,59.93,38.1135354396,91.2662441547,40.0,79.3478018484,52.1537309146,58.0285061926,31.3274548956,97.78,115.47,67.4108416246,52.2692265132
2014-02-28,39.6297198811,68.63,52.48,17.8899265796,58.3702951614,139.484721778,538.44,23.7561569693,25.8451800098,66.2250619972,128.050504206,108.662140912,39.3510130582,18.215,62.37,19.2742547491,40.044435703,57.8301851242,51.0372409273,54.77,40.0313674716,101.022694871,129.861574786,38.8662246848,44.4182037639,31.3232093611,35.0767787028,38.9391800611,75.6910222856,12.2281356966,22.224919303,74.9499678579,17.5760045671,52.157008632,48.43,19.9552039233,48.0422927457,46.93248899,50.7056648046,102.354748504,80.026497008,64.8138565738,24.19,37.5628978748,37.3291115811,17.6196788054,37.0458223231,71.15,37.1789640381,125.750222818,6.59,58.99,38.3794225042,91.6051493167,40.4,78.9968347927,52.5477688168,58.7260331072,31.5034518332,96.05,109.92,67.5374177757,53.173096107
2014-03-03,39.4765749949,67.86,51.67,17.6540361975,58.4081365197,138.663932561,541.23,23.3279573694,25.8269791788,64.9680524981,127.980591288,107.685298036,39.0966079865,18.08,61.49,19.0709025201,39.6985803993,57.7722583945,50.5807871236,54.72,37.8910299628,99.9576821314,129.910274094,38.9407703088,44.2672724299,31.2224646512,34.9520923005,38.4941608604,75.6633405757,12.1667494732,22.0375648726,74.6814331042,17.38609636,51.927952153,48.13,19.9789941045,47.9738929696,47.0825828984,50.4953405814,103.387413209,79.9523383174,63.6617331279,24.48,37.126343123,37.4122499143,17.5334018145,36.4774895848,67.8,36.6625895376,124.32791151,6.58,58.28,38.7369947636,90.7258278154,39.84,79.1138238113,52.2756950272,58.181388804,30.8850842146,95.65,106.3,67.013030864,52.9904961891
2014-03-04,40.2214160325,68.6,53.5,17.7766991962,59.9312511908,141.788865002,538.56,23.0157284945,26.1636945522,66.9115825699,132.235291763,108.52259193,39.9688539467,18.315,63.07,19.2919375517,40.2687742784,57.7529494846,51.4081096428,54.63,38.1183918228,101.617566851,133.52376275,39.8725906081,45.0485640412,31.356790931,35.515674839,38.0847431957,76.4661101647,12.326353654,22.3185965182,77.5969532871,17.8608668777,52.3012293781,49.43,20.1693155534,47.7857935853,47.4953411465,50.5216311093,105.350406477,80.8422426047,64.3253562328,25.11,37.7164116337,37.116646952,17.7155421286,37.3299886922,70.63,37.6953385386,125.660706722,6.77,60.49,39.232094815,90.9273389928,40.58,80.4396993551,53.9925744583,58.8024744129,31.4701551153,101.04,109.08,67.9261873827,53.9034957788
2014-03-05,40.2353382949,68.9,53.44,18.0880745006,59.6758220224,142.055868723,543.84,22.7837870446,26.3730041086,65.5578800323,130.717182673,108.355133151,39.7780501429,18.39,63.68,19.336144558,40.0257408217,57.6467504802,50.9839188623,54.01,37.5852674616,101.396888536,133.348445241,39.4812260824,44.9597809035,32.5321458789,35.7201605389,37.9245362835,76.5030191113,12.2526901859,22.4169575941,77.3284185334,17.6044907981,52.241844365,49.1,20.7831022263,47.033396048,47.2326768068,50.2324353024,105.043398051,81.6579882015,65.4406117284,24.83,37.1407350379,36.7748560268,17.8689234457,37.4152386029,69.4,37.4282482797,124.994309116,6.73,60.55,39.2229262955,90.1579326791,40.47,80.6541792225,54.3678486508,58.9840225139,31.3607516136,102.83,107.03,67.6278293123,54.1500056681
2014-03-06,40.9105680206,68.92,53.74,18.2862224216,60.2056010384,141.956978456,541.5,22.6945787946,26.5186107565,65.0067297135,129.928165449,105.368784929,39.7235347704,18.41,63.14,19.2919375517,40.1566049907,57.3571168318,51.2227865482,54.11,38.3457536827,101.867029294,133.718559982,39.8166813902,44.9864158448,32.481773524,35.7500852754,37.639723995,76.0416572785,12.3140764093,22.1593452524,77.4243238026,17.4525642324,52.5218022838,48.95,20.6356031034,46.7939968317,46.9887742056,50.2149082838,105.815570759,81.8526547643,65.7724232809,24.77,37.5245194351,36.0543238063,17.6196788054,37.3773497537,69.45,37.4104422625,125.173341309,6.64,60.86,39.1129040619,89.4251647614,40.48,81.7460767292,55.2028337293,58.4107127211,31.5177218552,101.96,104.79,67.7001585415,53.7665458404
2014-03-07,40.6669284288,68.52,53.61,18.531548419,59.3636308165,141.927311376,541.99,23.0157284945,26.8189244679,64.1558309756,136.310216161,105.592063301,39.8961667834,18.41,60.74,19.2123649403,40.3622486848,57.3378079219,51.2132318407,54.33,39.1611203527,100.667690624,134.001015968,43.3203257156,45.1018339238,32.3390518517,36.1989563238,37.7198274512,76.1708385917,12.4163867816,22.1452936701,78.8341312594,17.4620596428,53.2297122529,48.6,20.8306825886,47.4095948166,47.2983428917,50.8721714812,106.13188247,81.8526547643,65.66181943,24.42,38.1193852507,35.0104758457,17.6005061407,36.7806003785,77.12,37.9624287975,125.62092179,6.56,60.52,39.543824477,89.3427283707,40.4,81.8045712385,56.0002913886,58.9649121875,31.4844251373,101.51,102.08,67.8628993072,54.4786855204
2014-03-10,40.4789778866,68.04,52.59,18.2862224216,59.4109325143,140.691183037,541.63,23.4082447944,26.7825228059,65.6255651592,134.063015206,106.606119239,39.8598232017,18.42,59.78,19.1769993353,39.7546650432,57.3474623769,51.9107254833,54.29,39.2630411864,100.849990102,134.420287138,42.83577916,44.791092942,32.3306564592,36.1341193946,37.3994136267,75.8294308355,12.2957423906,22.2014999992,78.4696912365,17.3955917703,53.4173510399,48.84,20.8164084799,47.3924948726,46.8949655128,50.9335160463,105.68532476,81.9082737823,65.2194040268,24.85,37.8891146124,34.9273375125,17.3416751681,36.8090170155,78.26,37.7754656163,124.039470756,6.43,59.51,39.4613078018,89.0404616046,40.46,81.843567578,55.4373800997,59.4617806746,31.8364190125,103.03,100.95,67.7264091638,54.0860956968
2014-03-11,39.5809919627,67.47,52.81,18.0503320395,58.6730260277,138.446373973,539.98,23.1673825195,26.7643219749,64.068807241,132.88448315,106.717758425,39.6326758162,18.185,61.02,19.1062681252,39.9509612966,57.3474623769,54.1465270226,54.43,39.3179216354,101.454456792,133.864509076,43.0221432198,45.0485640412,32.3138656743,36.154069219,37.2303063304,75.4418868959,12.299854679,22.0047778473,77.9422122561,17.1866927425,53.1188347879,48.53,20.6213289947,47.7196959637,46.3977794412,51.6521238089,104.057249775,81.1110678582,65.5880835295,24.67,37.8027631231,34.5855465874,17.5142291498,36.8469058647,77.16,37.6686295127,122.08006287,6.44,58.67,39.232094815,88.4359280725,39.99,80.4689466097,55.3154159871,59.0891293093,31.7127454888,103.75,100.91,68.1722769656,53.8578457993
2014-03-12,39.7202145866,68.06,52.34,18.4088854203,59.7704254181,137.70469697,540.91,22.9622035445,27.1374390103,65.5385414246,134.272753962,107.182921699,40.1687436459,18.17,61.52,19.2919375517,39.7359701619,57.2412633725,54.6433718092,54.96,39.4590427898,101.243373186,134.352033692,42.5748694762,45.5901411808,32.3222610668,36.2189061482,36.7585859777,74.7644040883,12.1682614494,22.1125066448,77.6161343409,17.1771973321,53.0506025017,47.64,20.8735049146,47.504432088,46.322732487,51.713468374,104.764299482,80.9998298223,65.7079043679,24.84,37.8843173075,34.9642878828,17.5621608115,36.4869617971,77.92,37.7487565904,121.383826566,6.92,59.1,39.0395559061,89.7457507254,39.9,81.024644448,55.0621059071,58.7738089232,31.4891818113,106.87,102.63,68.7273368822,53.8395858075
2014-03-13,38.8779177123,67.08,50.47,17.8144416574,59.2974084395,139.197940003,528.74,22.5607664196,26.8189244679,66.1863847819,133.38386114,106.43866046,39.996111633,17.81,59.06,19.0266955138,39.0536069951,55.6675872163,54.6051529794,54.21,38.424154324,99.4299731165,133.269729044,42.3885054163,45.2882785128,31.4407448558,35.3810135245,36.7318848256,73.1310208808,11.8886258365,21.9017329106,76.8680732414,16.8828396111,52.4620990334,47.14,20.6926995381,46.9189143461,45.6942142455,51.2294246775,104.150282631,79.4332274831,63.8276389041,24.11,37.673235889,34.3268939954,17.0061535369,35.6628793266,76.44,37.1166429777,114.421463521,6.77,57.41,38.4436021405,88.8389504272,39.6,80.205721318,54.461667199,58.3438265787,30.9278942805,103.97,101.21,68.1813763085,59.1075934404
2014-03-14,38.5925113334,67.19,50.47,17.6634718128,59.2974084395,137.961811664,533.25,22.9265202445,26.7734223904,67.1823230774,132.185353964,105.545546973,40.0233693192,17.8,58.16,18.8763032784,38.9881749107,55.2138278339,54.0032064112,53.92,38.5887956708,99.4587572446,133.347732983,41.9971408906,44.187367606,33.0161701099,35.3610637002,37.4528159308,73.6692948923,11.9544224513,22.0750357587,76.6379005954,16.8353625594,52.3085763895,47.21,20.8925370595,47.2891682123,46.050687278,51.5550540733,105.32249662,80.0728461896,64.2331863571,23.96,37.5724924847,33.7818760337,17.0828441954,35.6155182651,76.79,37.2323820899,114.421463521,6.81,57.62,38.3702539848,88.0970229105,39.49,80.4299502702,54.6211587308,58.6209263118,30.9421643025,105.5,100.91,67.5899190204,58.8976035348
2014-03-17,38.8431120563,68.17,51.28,17.9087978102,59.9880132282,140.265954888,539.45,23.2030658195,26.9008282074,68.3426395381,133.503711857,105.554850239,39.8779949925,17.95,58.32,19.0178541126,39.4368520614,55.725513946,54.7102547612,53.68,38.9651187493,100.303091668,134.147273353,42.3046415894,44.7733363145,33.668362285,35.7550727315,37.5596205389,73.8549066205,12.1230262768,22.0937712018,77.2516943181,17.091738639,52.9567831082,47.56,20.9448754579,48.0899498299,46.4165411798,51.8366794967,105.973726614,81.2871947484,64.8599415117,23.93,37.8891146124,34.4562202914,17.0828441954,36.202795428,78.51,37.6063084523,115.704527568,6.87,58.63,38.8011743999,88.0420653167,39.75,79.8060088378,55.8314180019,59.2897877367,30.9231376065,109.74,101.57,67.9538927361,60.9518526117
2014-03-18,39.5322640444,68.52,52.43,18.2767868063,60.6313163192,141.689974735,538.35,23.2387491195,27.1283385948,67.8881822577,136.420079319,105.917677593,40.3141179726,18.12,59.63,19.1239509277,39.4181571801,55.90894859,54.4904964902,53.66,38.7847972742,110.003342833,135.112572093,43.0687342348,45.0219290999,32.5164384433,36.4084294797,37.5062182348,74.0776406942,12.5671534267,22.2623901891,77.3571901141,17.4715550532,53.2297122529,47.91,20.9353593855,47.9866231695,46.7448716044,51.8190779077,106.355161325,81.843384928,65.8922441192,24.49,38.2057367401,34.6040217725,17.4854701529,36.7900725908,79.82,37.998040832,118.419849155,6.88,58.81,39.1587466592,89.5076011522,40.37,80.693175562,55.9346184049,58.0953923351,30.9944877164,110.22,104.25,68.0357868222,60.4314428455
2014-03-19,39.4208859453,67.63,51.05,18.3711429592,61.191837733,139.909949927,533.36,23.1220166084,26.9281294539,67.2983547234,137.448797979,104.987351044,39.9688539467,18.1,58.43,19.1239509277,38.8573107417,55.8510218603,54.1083081929,53.27,38.479034773,105.282745827,134.927312739,43.1619162647,45.0485640412,31.85577624,36.1490817629,37.0344978821,74.0126765894,13.0030559997,22.107822784,76.9256164029,17.3386193082,53.0335444301,47.35,20.7878602625,47.1083465567,46.5103498725,51.5286516898,105.006184909,81.0090996586,65.9198950819,23.98,37.9706687968,34.2622308474,17.787439621,36.515378434,78.66,37.9001077371,117.813128947,6.83,58.24,39.2045892566,88.0603845146,40.42,79.63052531,55.7188357441,57.8182926019,30.8280041267,109.35,102.05,67.6809124493,60.2579729235
2014-03-20,39.4696138637,68.49,51.61,19.0505072596,62.0468703981,139.98906214,533.0,23.2028314238,27.2921460737,67.9075208653,138.40760372,105.275752274,40.5594371489,18.09,59.12,19.3007789529,39.0909967577,55.5903515768,54.1274176078,53.32,38.6515161839,103.622861108,133.094220182,43.3669167306,45.3237917679,32.5587885846,36.368529831,36.8742909698,74.3282165272,12.9454839617,22.1827645562,77.3859616949,16.8448579697,53.187067074,47.39,20.9306013493,47.2805576573,46.4822072647,51.6606636071,106.057456185,80.4158301337,66.7862919133,24.01,38.0282364564,34.2668496437,17.8018191195,36.3448786125,78.52,38.2117130392,118.479526553,6.87,58.47,38.5444558547,88.573322057,40.57,80.4007030156,56.3005107427,57.9902855398,31.0563244782,110.67,100.15,68.5908467387,60.477092825
2014-03-21,39.0449848609,67.14,50.04,19.0316360291,60.7073192227,137.942033611,536.86,24.2085269034,27.3649493977,67.5110794079,133.833301331,105.899071062,40.4685781947,18.335,57.03,19.132792329,39.1844711641,56.0248020493,53.9936517037,52.75,39.7177649062,102.577037787,133.37698446,42.7146425211,45.3060351404,32.0336468332,36.1790064994,37.1057009542,74.6344758786,13.1387615177,22.1546613916,76.1871458302,16.825867149,53.3064735748,48.42,20.9210852768,48.0382864997,46.2007811864,51.8982850581,105.38761962,81.7506865647,66.8968957641,23.66,36.0805306407,34.91809992,17.7730601225,35.520796142,76.56,38.1404889701,119.235440255,6.64,57.4,38.5902984521,87.950469327,40.11,80.9758990236,56.8258946123,59.0031328404,30.9944877164,109.21,97.1,69.2459994272,61.1527125214
2014-03-24,38.4672109719,65.24,49.74,18.9655867221,60.0042923648,137.853032371,530.39,23.660782044,27.4013510597,66.4474559856,134.242791283,105.471120849,40.2050872276,18.055,56.36,19.0709025201,39.0162172326,54.3449268888,52.9808527158,52.29,39.7334450345,103.718808201,131.582893873,42.9848704079,45.0308074137,32.2792776524,35.8797591338,36.5004748413,73.9291513117,13.0071682881,22.2202354423,75.5829426345,16.8828396111,52.7094410708,47.52,20.7497959727,47.9091281743,46.1351151015,51.4054405671,104.885242196,80.0635763533,66.3254425349,23.48,35.9126249669,33.7911136263,17.6867831316,36.1649065787,73.13,37.7042415473,118.648612513,6.52,57.09,37.8659854139,88.1245017074,39.38,79.1723183205,56.3380381619,57.8756235812,30.6139537972,108.76,95.58,69.8465560582,60.5410027963
2014-03-25,38.39759966,65.81,49.78,19.2109127195,60.8023228522,137.912366531,528.9,23.5171112611,27.5287568766,65.9639907936,133.803338651,105.992103717,40.2686884955,18.155,56.65,19.7516904172,39.4275046208,53.2925912997,52.8948603489,51.91,39.7569652269,104.726252684,130.812604979,42.9196429869,45.3504267092,32.0082367484,34.9471048444,35.7617429681,73.75282017,13.3896111116,22.4497446195,75.4486752576,16.8638487904,53.2894155033,46.54,20.7022156105,47.4699898679,45.3658838208,51.0534087878,105.275980192,80.1470048802,66.2701406095,23.53,35.3321510662,34.2622308474,17.6867831316,36.3732952494,72.69,37.8110776508,116.619580997,6.67,57.31,37.9026594918,87.8771925352,38.99,80.3617066761,56.3568018715,57.3883102574,30.5854137532,110.08,94.42,69.94664883,60.4679628291
2014-03-26,38.4045607911,63.9,48.68,18.7391319553,59.6717796617,132.730516534,522.75,23.1399754563,27.5287568766,64.7649971175,133.084234346,104.652433486,40.0233693192,17.72,55.21,19.7340076147,38.9975223513,53.6691150426,52.2929137806,52.03,39.8353658682,102.049328772,128.823504546,42.0064590936,45.3681833367,32.948409884,34.1540993256,35.4502295276,73.1959849856,13.3032530547,22.5902604422,74.5375752005,16.5599956591,52.8459056431,45.32,20.5880227411,47.6594220785,45.5253585985,51.1238151437,103.936307061,78.8214182855,65.3945267906,22.83,35.1258669527,33.8927271445,17.2841571742,37.0174056862,69.38,37.3214121762,120.777106358,6.5,55.98,37.1783464536,87.8680329362,37.95,80.2154704028,56.3192744523,57.0061037288,30.0050995265,105.56,92.59,69.3642908848,59.9292930712
2014-03-27,38.0704264939,64.53,48.28,18.5787264954,59.6432785728,126.727877319,525.71,23.1040577606,27.7107651866,64.3395477485,131.406324299,104.224483274,40.1142282734,17.715,55.97,19.4687655769,39.0629544358,53.7463506822,52.7706491523,51.83,39.3492818919,100.821205974,128.813754054,42.1741867475,45.3504267092,31.6186154491,34.8473557226,35.4947314477,73.0196538439,13.1305369409,22.57620886,74.4033078236,16.7404084558,52.6923829993,45.45,20.7593120452,48.6496359067,45.5347394678,51.3966397726,103.080404783,78.9326563214,64.0119786555,22.24,35.1738400023,33.495510664,17.0540851985,37.168961083,71.25,37.855592694,122.41823479,6.38,56.13,37.343379804,87.9962673218,38.35,80.0009905354,55.9990645307,56.7576694853,29.9099660467,106.66,90.9,69.2823967987,59.8471231081
