,date,cusip,gpoa,roe,roa,cfoa,gmar,acc,gpoa_delta_5,roe_delta_5,roa_delta_5,cfoa_delta_5,gmar_delta_5,acc_delta_5,bab,ivol,lev,o-score,z-score,evol,eiss,diss,npop,mean_gpoa,std_gpoa,z_gpoa,mean_roe,std_roe,z_roe,mean_roa,std_roa,z_roa,mean_cfoa,std_cfoa,z_cfoa,mean_gmar,std_gmar,z_gmar,mean_acc,std_acc,z_acc,mean_gpoa_delta_5,std_gpoa_delta_5,z_gpoa_delta_5,mean_roe_delta_5,std_roe_delta_5,z_roe_delta_5,mean_roa_delta_5,std_roa_delta_5,z_roa_delta_5,mean_cfoa_delta_5,std_cfoa_delta_5,z_cfoa_delta_5,mean_gmar_delta_5,std_gmar_delta_5,z_gmar_delta_5,mean_acc_delta_5,std_acc_delta_5,z_acc_delta_5,mean_bab,std_bab,z_bab,mean_ivol,std_ivol,z_ivol,mean_lev,std_lev,z_lev,mean_o-score,std_o-score,z_o-score,mean_z-score,std_z-score,z_z-score,mean_evol,std_evol,z_evol,mean_eiss,std_eiss,z_eiss,mean_diss,std_diss,z_diss,mean_npop,std_npop,z_npop,profitability,growth,safety,payout,mean_profitability,std_profitability,z_profitability,mean_growth,std_growth,z_growth,mean_safety,std_safety,z_safety,mean_payout,std_payout,z_payout,quality,mean_quality,std_quality,z_quality
0,2010-08-31,05333210,0.232811112942,-0.364030510379,0.0482685924351,0.0313572740584,0.530488610352,0.0396972571943,0.0805435336424,-0.00228243525101,-9.44623533068e-08,0.0555424559691,0.181660439148,0.0483824654196,-0.566026271517,0.0176509614079,0.537865106467,6.72814859476,1062.55959104,1.11418906979,0.118878594322,1.07732853429,1.07830832554,0.11233370306,0.0584622682223,2.06077207651,0.0371558755794,0.0780191785856,-5.14215085612,0.0210475459918,0.0157833788377,1.72466534087,0.0107391380956,0.0363962066523,0.566491342347,0.438793543768,0.21141575272,0.433719178462,0.0116879533824,0.0324502954272,0.863144801708,0.0692638831929,0.0665787372256,0.169418209469,-9.18693441464e-05,0.000418932153426,-5.22892761739,-2.50667309931e-07,6.49288635531e-06,0.0240578608767,0.0255114633709,0.059221064381,0.507099845503,0.308543425819,0.455745667259,-0.278407444737,0.0180040111854,0.0618233963807,0.491374722397,-0.993230199505,0.367600189294,1.16214284004,0.0232226143106,0.00795670443089,-0.700246308143,0.215075712746,0.203335315549,1.58747334593,4.93402943079,0.559796298027,3.20495003323,793.626531082,580.680256185,0.463134499748,0.0815107532757,0.20772423132,4.97139072295,-0.0161892905045,0.124536032639,1.08456871449,1.67208947639,2.39054177947,-0.248797551756,0.138007054525,0.678108448611,1.38665323068,0.506641883781,-4.31538442388,10.6888451338,2.22242439341,0.175400100893,3.17994525563,0.104165875907,-0.0961602791413,2.81782985916,-1.49733105107,0.389087274006,2.82139008718,3.65059688363,-1.44702900602,3.90451298771,0.939797975053,3.19722968352,0.41326521492,2.4139849753,1.15326503565
1,2010-08-31,22160K10,0.140541675415,0.039892880229,0.0181398278396,-0.00646651270208,0.138735751295,0.0196934705018,0.068745707337,-5.14722040895e-09,-2.02215995122e-07,0.00663717912741,0.067938141714,0.00556340024811,-0.630016576389,0.0173342685478,0.102330463993,5.31248031207,618.674037371,0.00647215106707,0.00566774453811,1.02009208874,-0.483086644756,0.11233370306,0.0584622682223,0.482498767372,0.0371558755794,0.0780191785856,0.0350811774654,0.0210475459918,0.0157833788377,-0.184226595717,0.0107391380956,0.0363962066523,-0.472731978967,0.438793543768,0.21141575272,-1.41927831116,0.0116879533824,0.0324502954272,0.246700900994,0.0692638831929,0.0665787372256,-0.00778290303277,-9.18693441464e-05,0.000418932153426,0.219281800585,-2.50667309931e-07,6.49288635531e-06,0.0074622151317,0.0255114633709,0.059221064381,-0.318708966831,0.308543425819,0.455745667259,-0.527937622649,0.0180040111854,0.0618233963807,-0.201228202681,-0.993230199505,0.367600189294,0.988067018716,0.0232226143106,0.00795670443089,-0.740048322003,0.215075712746,0.203335315549,-0.554479424531,4.93402943079,0.559796298027,0.6760510611,793.626531082,580.680256185,-0.301288862239,0.0815107532757,0.20772423132,-0.361241448491,-0.0161892905045,0.124536032639,0.175507719167,1.67208947639,2.39054177947,-0.272740427818,0.138007054525,0.678108448611,-0.91592089813,-1.31195604001,-0.828913679477,-0.292939977448,-1.01315360678,0.175400100893,3.17994525563,-0.467730108961,-0.0961602791413,2.81782985916,-0.260041747359,0.389087274006,2.82139008718,-0.241734474986,-1.44702900602,3.90451298771,0.11112151518,-0.858384816126,0.41326521492,2.4139849753,-0.526784567451
2,2010-08-31,37033410,0.0898163147635,0.0921206681236,0.0259246039373,0.0164410642212,0.462936231638,-0.00220202630351,0.029146713104,8.38482787584e-06,6.64511566068e-07,-0.0289834566826,0.199925345278,-0.0359218545929,-0.388253136637,0.0156231761217,0.4104939458,5.41140643778,766.000264243,0.0178671564128,-0.674900192155,1.0071677827,0.149608706285,0.11233370306,0.0584622682223,-0.385161044565,0.0371558755794,0.0780191785856,0.704503604636,0.0210475459918,0.0157833788377,0.308999612544,0.0107391380956,0.0363962066523,0.156662648393,0.438793543768,0.21141575272,0.114195312123,0.0116879533824,0.0324502954272,-0.42803862039,0.0692638831929,0.0665787372256,-0.602552282614,-9.18693441464e-05,0.000418932153426,0.239308850377,-2.50667309931e-07,6.49288635531e-06,0.140951007906,0.0255114633709,0.059221064381,-0.920194876994,0.308543425819,0.455745667259,-0.23833047321,0.0180040111854,0.0618233963807,-0.872256604058,-0.993230199505,0.367600189294,1.64574741931,0.0232226143106,0.00795670443089,-0.955098716427,0.215075712746,0.203335315549,0.96106390829,4.93402943079,0.559796298027,0.852769138831,793.626531082,580.680256185,-0.047575695134,0.0815107532757,0.20772423132,-0.306385039717,-0.0161892905045,0.124536032639,-5.28931978713,1.67208947639,2.39054177947,-0.278146861685,0.138007054525,0.678108448611,0.0171088441444,0.471161512741,-2.25307437859,2.15052101515,-5.55035780467,0.175400100893,3.17994525563,0.0930083344438,-0.0961602791413,2.81782985916,-0.765452212255,0.389087274006,2.82139008718,0.62431414541,-1.44702900602,3.90451298771,-1.05091949023,-1.09904922263,0.41326521492,2.4139849753,-0.626480468201
3,2010-11-30,22160K10,0.102637944937,0.0278596303241,0.0119801866144,-0.00821717928042,0.138936535163,-0.00844756748454,0.0549806641499,4.47459934231e-07,-2.50735460641e-08,-0.0207970558421,0.0738931750531,-0.0244070665312,-0.594968251044,0.0149829597686,0.102714741005,5.18356172895,680.897296471,0.00628791823257,0.00682457751308,1.16253802694,-0.870919566031,0.107112808214,0.054710170807,-0.0817921642502,0.0422001687855,0.0573101997423,-0.2502266355,0.0219770655771,0.0169971509027,-0.588150274115,0.00692649557718,0.0316273192221,-0.478816264864,0.433440292585,0.210069928586,-1.40193201095,0.00563731822139,0.0285915153428,-0.492624666341,0.0664467773228,0.0674005623296,-0.170118954154,-2.40153545114e-05,0.000145277504212,0.168386802749,-2.65921517373e-07,6.00699438894e-06,0.0400945890265,0.0124242640161,0.0654192978762,-0.507821406477,0.358927348838,0.595131947832,-0.478942820703,0.00524160716336,0.068173983131,-0.434897189997,-0.999348428657,0.365715023368,1.10572481789,0.0220179373132,0.00827476804028,-0.850172175261,0.225543991293,0.203002999984,-0.605061256719,5.00358482815,0.562587636452,0.319909093505,909.446455984,681.146547416,-0.335535958275,0.0812969181147,0.207829329099,-0.360916335569,-0.0128598098645,0.124472728232,0.158142170235,2.56856652161,5.96437708668,-0.235737693012,0.100255161437,1.0629821424,-0.913632213306,-3.29354201602,-1.38329897956,-0.726051814429,-0.991227736084,0.115474070175,3.00718390683,-1.13362407881,-0.0427367237585,2.65457298627,-0.505001091599,0.413433262008,2.78437207398,-0.409243106223,-3.25603045433,3.20291472024,0.707106781187,-1.34076149545,-0.97625210639,0.515494121614,-0.707106781187
4,2010-11-30,37033410,0.0953777511766,0.10885523796,0.0334031613026,0.00151263704873,0.431048049968,-0.0164213619175,0.0240465872156,7.46588720528e-06,7.23717462506e-07,-0.0179956663055,0.134801093228,-0.0215492957746,-0.389627863655,0.015120984361,0.39670811002,5.30816315419,739.494553418,0.0209569617915,-0.664976303593,1.04988120095,0.0713674482286,0.107112808214,0.054710170807,-0.21449498081,0.0422001687855,0.0573101997423,1.16305770132,0.0219770655771,0.0169971509027,0.672235940655,0.00692649557718,0.0316273192221,-0.171176649226,0.433440292585,0.210069928586,-0.0113878394353,0.00563731822139,0.0285915153428,-0.771511403798,0.0664467773228,0.0674005623296,-0.629077690775,-2.40153545114e-05,0.000145277504212,0.216697291761,-2.65921517373e-07,6.00699438894e-06,0.164747778307,0.0124242640161,0.0654192978762,-0.464999339785,0.358927348838,0.595131947832,-0.376599267484,0.00524160716336,0.068173983131,-0.392978401842,-0.999348428657,0.365715023368,1.66720130714,0.0220179373132,0.00827476804028,-0.833491998651,0.225543991293,0.203002999984,0.843160538222,5.00358482815,0.562587636452,0.541388232354,909.446455984,681.146547416,-0.249508572289,0.0812969181147,0.207829329099,-0.290334172683,-0.0128598098645,0.124472728232,-5.23903109534,2.56856652161,5.96437708668,-0.254625973273,0.100255161437,1.0629821424,-0.0271761039585,0.666722768708,-1.48220962982,1.6784153341,-5.52083317257,0.115474070175,3.00718390683,0.183310604077,-0.0427367237585,2.65457298627,-0.542261566551,0.413433262008,2.78437207398,0.454315026325,-3.25603045433,3.20291472024,-0.707106781187,-0.611742717335,-0.97625210639,0.515494121614,0.707106781187
5,2011-02-28,22160K10,0.11024265049,0.030044030044,0.0135324311713,-0.0129491367242,0.135808383234,-0.00548296780215,0.0559673550205,-2.89847191247e-07,-2.16189222719e-07,-0.0250001077112,0.068374008074,-0.0258979529408,-0.637273433101,0.0151464678802,0.104448592316,5.34003506926,764.236029554,0.00628821450733,0.00732730905332,1.15925766077,-0.955902292769,0.109296775192,0.0604689930895,0.0156423192979,0.0463479469082,0.0469204954984,-0.347479639569,0.0221287301548,0.0179438666531,-0.479066142753,-0.00211386066112,0.0274700246863,-0.394439982738,0.43790928584,0.210354204457,-1.43615338417,0.000952736188353,0.0200043073941,-0.321715911664,0.0618916242308,0.0552378358061,-0.107250204933,-3.77215050615e-05,0.000178764475871,0.209390918905,-1.57266942185e-07,1.0328994127e-05,-0.00570455165426,0.00176583281618,0.0716213558654,-0.373714518581,0.28984137642,0.407244246767,-0.543819513977,0.00197842343047,0.0570092822363,-0.488979606089,-1.03453291343,0.364820657458,1.08891717671,0.0236705280914,0.00942059703289,-0.904832271393,0.210511049793,0.202364992125,-0.524114652257,5.02638907891,0.620718956558,0.505294686164,984.004132681,773.841538363,-0.283996260516,0.0786930017429,0.204407856295,-0.354217242664,-0.00983294161513,0.124634884316,0.137684170549,2.33109105946,5.79326712932,-0.202275050077,0.0416974602431,1.39080763351,-0.717280901384,-2.9632127416,-1.31007747633,-0.472948563958,-0.781871780911,0.138656287819,2.83404998696,-1.0945004653,0.0908858102556,3.74912488832,-0.37367741228,0.369640148925,2.77472672709,-0.303665476191,-3.14425012111,3.34090748817,0.707106781187,-1.06473657259,-0.0645381601849,1.41449415988,-0.707106781187
6,2011-02-28,37033410,0.0850641358751,0.0668405441342,0.0214479118234,0.0571287914011,0.42649882069,0.0588409047398,0.0254241010156,4.04842466056e-06,4.36044968002e-07,-0.0264397474609,0.160966284324,-0.021097996157,-0.417220244414,0.0165139576794,0.388086316768,5.07781092796,775.890371578,0.0205956590133,-0.654878969001,1.07413967994,-0.11709857887,0.109296775192,0.0604689930895,-0.400744878975,0.0463479469082,0.0469204954984,0.436751509299,0.0221287301548,0.0179438666531,-0.0379415621265,-0.00211386066112,0.0274700246863,2.15662900703,0.43790928584,0.210354204457,-0.0542440555429,0.000952736188353,0.0200043073941,2.89378519391,0.0618916242308,0.0552378358061,-0.660191020935,-3.77215050615e-05,0.000178764475871,0.233659005898,-1.57266942185e-07,1.0328994127e-05,0.0574414026084,0.00176583281618,0.0716213558654,-0.393815223633,0.28984137642,0.407244246767,-0.31645650766,0.00197842343047,0.0570092822363,-0.404783548964,-1.03453291343,0.364820657458,1.69209899821,0.0236705280914,0.00942059703289,-0.759672703017,0.210511049793,0.202364992125,0.877499932723,5.02638907891,0.620718956558,0.0828424015534,984.004132681,773.841538363,-0.268935887757,0.0786930017429,0.204407856295,-0.284222650649,-0.00983294161513,0.124634884316,-5.17548542632,2.33109105946,5.79326712932,-0.216967619731,0.0416974602431,1.39080763351,-0.114175415267,4.99423521359,-1.48414589269,1.33961009106,-5.50662846132,0.138656287819,2.83404998696,1.71330038218,0.0908858102556,3.74912488832,-0.420106491477,0.369640148925,2.77472672709,0.349573142705,-3.14425012111,3.34090748817,-0.707106781187,0.935660252216,-0.0645381601849,1.41449415988,0.707106781187
7,2011-05-31,22160K10,0.102024171424,0.0270835074814,0.0120115666939,0.0192407503522,0.133443242981,0.0375546822866,0.0569120799439,1.71281759809e-07,-9.36680990084e-08,0.0331200051931,0.0740524741396,0.0315893699535,-0.735834524949,0.014650174026,0.10106028027,5.31876193614,804.526831171,0.00622093057071,0.00646698750521,1.20619469027,-1.08225981105,0.109764727632,0.0559753320388,-0.138285132499,0.041290486704,0.0530092544215,-0.268009414161,0.0223900124488,0.0151948498627,-0.683023909334,-0.0123220168286,0.0462152214282,0.682951767954,0.442088458626,0.21034506432,-1.46732806231,-0.00345356745012,0.0323683310103,1.26692506091,0.061783835298,0.0592353515107,-0.0822440524097,-1.77260986309e-05,0.000149735994025,0.119526240215,1.16802581581e-06,8.30064126672e-06,-0.151999571392,-0.00908719206229,0.0725225040953,0.581987588293,0.280384583335,0.394959080886,-0.522413888377,-0.0114952459472,0.0644889409095,0.668093091514,-1.13314177262,0.389287046754,1.02060228047,0.0239133318435,0.00937116854952,-0.988474144765,0.208405618186,0.200983752666,-0.534099580153,5.05964235116,0.568352937546,0.455913162149,960.660850446,808.481165482,-0.193120168956,0.0776680443115,0.204452366602,-0.349456036769,-0.00332715920784,0.12756848501,0.0767755979249,1.05334756224,0.419290342006,0.364537678827,-0.13366613982,1.33269609996,-0.711785433495,-0.606769689437,0.612949407844,-0.588634488022,-0.270472156744,0.0811390447685,2.88902498865,-0.238111036391,0.128398421405,3.45760828084,0.14014050959,0.402320468843,2.80828887164,-0.352867885804,-1.95374537154,2.97772056158,0.565289180092,0.114450767487,-0.861083008692,1.50368453082,0.648762261087
8,2011-05-31,37033410,0.0793863289512,0.0503024114367,0.0171463760743,-0.0600658652173,0.407918994029,-0.042469677903,0.0205690119185,2.05143329437e-06,2.72052701444e-07,-0.0584775086505,0.130806845966,-0.0480090075246,-0.453878418637,0.0158967109505,0.381900452489,5.14590478337,816.662612118,0.0200290905591,-0.67516467801,1.06907510118,-0.350758853288,0.109764727632,0.0559753320388,-0.542710468599,0.041290486704,0.0530092544215,0.170006630559,0.0223900124488,0.0151948498627,-0.345093003345,-0.0123220168286,0.0462152214282,-1.03307626607,0.442088458626,0.21034506432,-0.162444812802,-0.00345356745012,0.0323683310103,-1.20537912321,0.061783835298,0.0592353515107,-0.695780852623,-1.77260986309e-05,0.000149735994025,0.13208268362,1.16802581581e-06,8.30064126672e-06,-0.10794022842,-0.00908719206229,0.0725225040953,-0.681034352086,0.280384583335,0.394959080886,-0.378717048444,-0.0114952459472,0.0644889409095,-0.566201910938,-1.13314177262,0.389287046754,1.74489071663,0.0239133318435,0.00937116854952,-0.855455843161,0.208405618186,0.200983752666,0.86322815651,5.05964235116,0.568352937546,0.151776170246,960.660850446,808.481165482,-0.178109576915,0.0776680443115,0.204452366602,-0.281918740831,-0.00332715920784,0.12756848501,-5.2664850472,1.05334756224,0.419290342006,0.0375099003541,-0.13366613982,1.33269609996,-0.16289738784,-3.11869704347,-2.29759170889,1.44441088248,-5.39187253469,0.0811390447685,2.88902498865,-1.10758338914,0.128398421405,3.45760828084,-0.701638223087,0.402320468843,2.80828887164,0.371076645341,-1.95374537154,2.97772056158,-1.15461712812,-2.59276209501,-0.861083008692,1.50368453082,-1.1516239283
9,2011-05-31,74968510,0.122140955309,0.055554148155,0.0199639889173,-0.0461885236224,0.437301888022,-0.0548223072982,0.00589352859422,0.000225627908678,2.26874420865e-05,0.0161763334092,0.019318910512,-0.0621766595598,-1.15181667385,0.0166712729434,0.350795683336,4.87323705567,524.212605984,0.0377246591417,-0.00508258355228,1.22038573491,-0.911312769461,0.109764727632,0.0559753320388,0.221101460707,0.041290486704,0.0530092544215,0.269078703457,0.0223900124488,0.0151948498627,-0.159660908364,-0.0123220168286,0.0462152214282,-0.732799838392,0.442088458626,0.21034506432,-0.0227558018508,-0.00345356745012,0.0323683310103,-1.58700613361,0.061783835298,0.0592353515107,-0.943529586276,-1.77260986309e-05,0.000149735994025,1.62522050155,1.16802581581e-06,8.30064126672e-06,2.5925004562,-0.00908719206229,0.0725225040953,0.348354290666,0.280384583335,0.394959080886,-0.660994228155,-0.0114952459472,0.0644889409095,-0.785893098844,-1.13314177262,0.389287046754,-0.0479720591246,0.0239133318435,0.00937116854952,-0.772802117669,0.208405618186,0.200983752666,0.708465551372,5.05964235116,0.568352937546,-0.327974543949,960.660850446,808.481165482,-0.539837244325,0.0776680443115,0.204452366602,-0.195367683112,-0.00332715920784,0.12756848501,-0.013760642719,1.05334756224,0.419290342006,0.398383067636,-0.13366613982,1.33269609996,-0.583513848105,-2.01204251805,2.17565833514,-1.17548809681,-0.198891423188,0.0811390447685,2.88902498865,-0.724528715068,0.128398421405,3.45760828084,0.592102906821,0.402320468843,2.80828887164,-0.561839838337,-1.95374537154,2.97772056158,0.589327948027,-0.104937698557,-0.861083008692,1.50368453082,0.502861667214
